User_ID,User_Name,Join_Date,Last_Login,Monthly_Price,Watch_Hours,Favorite_Genre,Active_Devices,Profile_Count,Parental_Controls,Total_Movies_Watched,Total_Series_Watched,Country,Payment_Method,Language_Preference,Recommended_Content_Count,Average_Rating_Given,Has_Downloaded_Content,Membership_Status,Loyalty_Points,First_Device_Used,Age_Group,Primary_Watch_Time,Watch_Hour_Group,Loyalty_Point_Group,Age_Category
9399,Kristin,4/24/2023,11/28/2024,7.99,127,Action,2,2,False,842,24,Canada,Cryptocurrency,Spanish,72,3.2,True,Active,4644,Smartphone,25-34,Late Night,101-200 ,4000-4990 ,Adult Streamers
6047,Paul,11/23/2024,12/2/2024,15.99,30,Horror,3,2,True,609,6,Canada,PayPal,Mandarin,57,3.0,True,Active,746,Tablet,55+,Late Night,0-50 ,0-999 ,Senior Streamers
7789,Amy,7/27/2023,11/24/2024,7.99,222,Drama,1,6,False,391,17,USA,Cryptocurrency,Hindi,21,3.4,True,Active,2835,Tablet,45-54,Evening,201-300 ,2000-2999 ,Older Streamers
6111,Emily,11/11/2023,12/13/2024,11.99,168,Romance,1,2,False,247,172,France,Cryptocurrency,French,98,3.5,False,Active,3626,Smart TV,35-44,Evening,101-200 ,3000-3999 ,Mature Streamers
4968,Alicia,4/11/2024,11/26/2024,7.99,317,Comedy,5,1,False,559,113,India,Credit Card,English,92,4.6,False,Active,1000,Laptop,55+,Evening,301-500 ,0-999 ,Senior Streamers
2739,Margaret,4/24/2023,11/20/2024,15.99,285,Documentary,1,3,False,706,22,UK,PayPal,Mandarin,4,3.4,True,Active,368,Desktop,25-34,Late Night,201-300 ,0-999 ,Adult Streamers
6974,Linda,8/30/2023,11/28/2024,11.99,420,Comedy,1,2,False,1000,159,India,Cryptocurrency,German,22,4.8,False,Active,2229,Smart TV,25-34,Morning,301-500 ,2000-2999 ,Adult Streamers
1784,Sarah,6/11/2023,12/16/2024,15.99,100,Drama,5,1,True,586,32,France,Credit Card,Hindi,100,3.6,True,Active,2643,Desktop,25-34,Afternoon,51-100 ,2000-2999 ,Adult Streamers
8077,Megan,6/3/2024,12/18/2024,11.99,426,Documentary,4,6,False,450,92,Germany,Debit Card,Hindi,71,4.1,False,Active,2647,Smartphone,25-34,Morning,301-500 ,2000-2999 ,Adult Streamers
2727,Renee,1/29/2024,12/8/2024,7.99,263,Romance,1,4,True,468,95,India,Debit Card,English,87,3.5,False,Active,4497,Tablet,25-34,Evening,201-300 ,4000-4990 ,Adult Streamers
7661,Wayne,8/20/2023,12/14/2024,11.99,162,Action,1,1,False,370,130,USA,Debit Card,Hindi,49,4.1,True,Active,1121,Smart TV,45-54,Afternoon,101-200 ,1000-1999 ,Older Streamers
5083,Lisa,11/24/2024,11/23/2024,15.99,19,Romance,3,2,True,781,179,Canada,Debit Card,German,8,4.3,False,Active,1525,Laptop,45-54,Evening,0-50 ,1000-1999 ,Older Streamers
7275,Rhonda,9/5/2024,12/7/2024,11.99,358,Romance,5,4,True,829,62,Germany,PayPal,German,65,3.4,False,Active,3488,Smart TV,55+,Late Night,301-500 ,3000-3999 ,Senior Streamers
7316,Darrell,2/24/2023,12/15/2024,11.99,183,Drama,3,5,False,944,94,Canada,PayPal,English,72,4.7,False,Active,3009,Smart TV,45-54,Late Night,101-200 ,3000-3999 ,Older Streamers
4497,Diana,1/3/2023,12/15/2024,15.99,63,Action,4,4,False,670,72,USA,PayPal,Spanish,27,4.8,False,Active,15,Smartphone,35-44,Evening,51-100 ,0-999 ,Mature Streamers
8685,Matthew,3/9/2024,11/20/2024,11.99,446,Documentary,5,3,True,831,37,France,PayPal,English,54,3.3,True,Active,3007,Smart TV,45-54,Evening,301-500 ,3000-3999 ,Older Streamers
8583,Brittany,11/16/2024,11/27/2024,15.99,352,Sci-Fi,3,3,False,154,148,France,Debit Card,English,39,4.7,True,Active,4588,Laptop,35-44,Morning,301-500 ,4000-4990 ,Mature Streamers
1062,David,10/3/2024,12/13/2024,7.99,209,Sci-Fi,2,6,False,707,162,USA,Debit Card,German,95,3.5,True,Active,73,Smartphone,55+,Late Night,201-300 ,0-999 ,Senior Streamers
2593,Stephanie,12/21/2022,12/11/2024,7.99,311,Horror,5,6,False,587,140,India,PayPal,Mandarin,43,3.6,True,Active,4635,Smartphone,18-24,Afternoon,301-500 ,4000-4990 ,Young Streamers
3951,Christina,6/26/2023,12/6/2024,11.99,293,Sci-Fi,3,6,True,158,119,India,Credit Card,Spanish,60,3.7,False,Active,1882,Tablet,45-54,Late Night,201-300 ,1000-1999 ,Older Streamers
8580,Darlene,6/2/2024,12/10/2024,15.99,119,Romance,4,2,False,936,188,USA,Cryptocurrency,Mandarin,59,4.1,True,Active,1690,Desktop,25-34,Afternoon,101-200 ,1000-1999 ,Adult Streamers
4372,Michael,1/18/2023,12/5/2024,15.99,329,Sci-Fi,2,1,False,670,94,UK,PayPal,Hindi,61,3.0,False,Active,2572,Laptop,35-44,Morning,301-500 ,2000-2999 ,Mature Streamers
4463,Janet,10/15/2023,11/24/2024,15.99,141,Horror,5,5,True,636,186,UK,Credit Card,Mandarin,95,3.6,False,Active,3865,Laptop,18-24,Late Night,101-200 ,3000-3999 ,Young Streamers
7498,Ethan,2/9/2023,11/24/2024,11.99,15,Documentary,1,3,True,700,64,Australia,Cryptocurrency,Spanish,35,4.7,False,Active,380,Laptop,25-34,Late Night,0-50 ,0-999 ,Adult Streamers
9618,Jesse,11/17/2024,11/30/2024,11.99,30,Comedy,5,4,True,310,162,Australia,Debit Card,German,30,3.1,True,Active,3566,Smart TV,25-34,Evening,0-50 ,3000-3999 ,Adult Streamers
1813,Phyllis,6/21/2024,11/29/2024,11.99,145,Horror,2,4,False,237,32,Australia,Cryptocurrency,French,39,4.8,False,Active,1835,Desktop,45-54,Morning,101-200 ,1000-1999 ,Older Streamers
3009,Joel,9/24/2024,12/13/2024,15.99,250,Documentary,4,3,False,774,88,Australia,Debit Card,Mandarin,64,3.3,False,Active,1882,Desktop,18-24,Morning,201-300 ,1000-1999 ,Young Streamers
8210,Cynthia,1/5/2023,11/22/2024,15.99,243,Horror,2,6,True,532,110,Germany,PayPal,Spanish,73,4.7,False,Active,525,Smartphone,45-54,Afternoon,201-300 ,0-999 ,Older Streamers
8439,Craig,7/26/2023,11/21/2024,11.99,392,Horror,4,1,True,813,2,UK,Cryptocurrency,English,57,3.0,True,Active,1025,Desktop,18-24,Afternoon,301-500 ,1000-1999 ,Young Streamers
8310,Eric,5/29/2023,12/11/2024,11.99,389,Drama,5,4,False,727,26,Germany,PayPal,English,67,3.4,False,Active,2508,Smartphone,45-54,Afternoon,301-500 ,2000-2999 ,Older Streamers
6369,Jessica,10/23/2023,11/27/2024,7.99,414,Horror,4,6,True,271,51,India,PayPal,German,8,4.3,False,Active,1546,Desktop,25-34,Evening,301-500 ,1000-1999 ,Adult Streamers
5721,Jordan,6/11/2023,12/12/2024,15.99,415,Documentary,2,1,False,958,192,USA,Credit Card,German,22,4.8,True,Active,1955,Tablet,35-44,Afternoon,301-500 ,1000-1999 ,Mature Streamers
4204,Scott,11/12/2023,12/14/2024,11.99,494,Horror,5,6,True,202,163,UK,Debit Card,Spanish,61,4.0,True,Active,4889,Tablet,35-44,Morning,301-500 ,4000-4990 ,Mature Streamers
5666,Christopher,4/22/2023,11/20/2024,7.99,109,Drama,4,4,True,899,11,UK,Credit Card,German,63,4.3,False,Active,1185,Laptop,18-24,Late Night,101-200 ,1000-1999 ,Young Streamers
5943,Victoria,12/18/2023,12/7/2024,7.99,200,Romance,1,2,False,465,35,India,Cryptocurrency,Mandarin,29,4.7,True,Active,3040,Desktop,55+,Evening,101-200 ,3000-3999 ,Senior Streamers
3202,Mary,2/23/2024,12/4/2024,11.99,134,Sci-Fi,4,1,True,459,105,UK,Cryptocurrency,German,3,3.7,True,Active,4729,Smartphone,45-54,Afternoon,101-200 ,4000-4990 ,Older Streamers
4512,Jacob,2/21/2023,11/30/2024,11.99,250,Documentary,5,2,False,611,170,UK,Credit Card,English,71,3.9,False,Active,4193,Smartphone,25-34,Evening,201-300 ,4000-4990 ,Adult Streamers
2075,Ann,10/28/2024,12/9/2024,7.99,305,Drama,2,3,True,49,146,USA,Debit Card,Mandarin,48,4.6,False,Active,4626,Smart TV,55+,Morning,301-500 ,4000-4990 ,Senior Streamers
4057,Rachel,5/10/2024,11/28/2024,15.99,256,Comedy,5,3,False,929,89,Canada,PayPal,Spanish,89,3.3,False,Active,60,Smartphone,55+,Morning,201-300 ,0-999 ,Senior Streamers
5537,Justin,9/12/2024,11/19/2024,11.99,214,Documentary,1,3,False,39,89,Canada,Debit Card,Hindi,37,3.5,True,Active,2597,Tablet,45-54,Morning,201-300 ,2000-2999 ,Older Streamers
9520,Tina,8/5/2023,12/1/2024,11.99,272,Romance,1,2,False,520,170,Germany,PayPal,German,100,5.0,False,Active,260,Tablet,55+,Morning,201-300 ,0-999 ,Senior Streamers
1081,Vincent,7/28/2024,11/29/2024,15.99,144,Drama,3,4,False,501,64,Canada,Debit Card,English,98,3.3,False,Active,1544,Tablet,35-44,Late Night,101-200 ,1000-1999 ,Mature Streamers
7621,Tina,9/6/2023,12/6/2024,7.99,381,Drama,5,6,False,593,46,Australia,Debit Card,English,10,4.6,True,Active,4528,Tablet,55+,Evening,301-500 ,4000-4990 ,Senior Streamers
4558,Leah,1/18/2023,11/20/2024,11.99,292,Drama,4,2,True,109,68,Germany,Credit Card,English,95,4.3,False,Active,1127,Laptop,55+,Evening,201-300 ,1000-1999 ,Senior Streamers
6628,Richard,3/28/2023,12/15/2024,11.99,358,Romance,4,3,False,472,65,India,Debit Card,Spanish,92,4.0,False,Active,4542,Smartphone,45-54,Evening,301-500 ,4000-4990 ,Older Streamers
7643,Cindy,7/10/2024,12/3/2024,15.99,426,Sci-Fi,1,6,True,229,120,USA,PayPal,French,38,3.3,True,Active,1436,Smartphone,55+,Morning,301-500 ,1000-1999 ,Senior Streamers
4709,Gary,9/22/2023,11/24/2024,11.99,474,Comedy,5,1,False,487,107,Australia,Debit Card,German,66,4.0,False,Active,4438,Desktop,45-54,Late Night,301-500 ,4000-4990 ,Older Streamers
8408,Emily,7/28/2023,12/12/2024,7.99,286,Documentary,2,5,True,543,16,USA,Credit Card,Mandarin,8,3.7,True,Active,3130,Smartphone,35-44,Afternoon,201-300 ,3000-3999 ,Mature Streamers
3530,Lindsey,10/10/2024,12/6/2024,15.99,498,Drama,5,6,False,105,35,India,Debit Card,English,6,3.9,True,Active,3379,Desktop,25-34,Late Night,301-500 ,3000-3999 ,Adult Streamers
3779,Brandon,6/21/2024,12/15/2024,11.99,32,Drama,2,4,False,334,151,UK,Cryptocurrency,Spanish,88,3.4,False,Active,3696,Tablet,25-34,Evening,0-50 ,3000-3999 ,Adult Streamers
8564,Lynn,4/17/2023,12/1/2024,7.99,84,Romance,1,2,True,871,187,USA,Debit Card,Mandarin,96,4.5,True,Active,2416,Smartphone,45-54,Late Night,51-100 ,2000-2999 ,Older Streamers
8731,Jonathan,12/31/2023,12/2/2024,15.99,210,Romance,5,5,False,206,194,Canada,PayPal,Hindi,62,3.9,False,Active,2856,Smartphone,45-54,Evening,201-300 ,2000-2999 ,Older Streamers
5000,Natalie,2/15/2023,11/24/2024,15.99,231,Horror,3,5,True,701,173,India,Credit Card,German,65,3.4,True,Active,4177,Smartphone,18-24,Morning,201-300 ,4000-4990 ,Young Streamers
3882,Michelle,12/1/2024,12/15/2024,15.99,246,Drama,3,3,False,505,129,Canada,Credit Card,English,82,4.9,False,Active,1912,Laptop,18-24,Evening,201-300 ,1000-1999 ,Young Streamers
4551,Gabriel,1/19/2024,11/19/2024,11.99,174,Romance,1,6,True,239,175,USA,Credit Card,English,65,3.7,False,Active,2388,Tablet,18-24,Morning,101-200 ,2000-2999 ,Young Streamers
7970,Scott,7/21/2023,11/19/2024,15.99,298,Comedy,3,1,True,115,168,Germany,PayPal,Hindi,27,3.0,False,Active,4216,Smartphone,55+,Morning,201-300 ,4000-4990 ,Senior Streamers
2466,Heidi,10/29/2024,12/3/2024,11.99,344,Documentary,5,2,False,142,113,USA,PayPal,German,100,4.6,True,Active,599,Laptop,25-34,Afternoon,301-500 ,0-999 ,Adult Streamers
1303,Ashley,6/17/2023,12/4/2024,11.99,264,Romance,2,1,True,744,33,Australia,Cryptocurrency,English,29,4.9,True,Active,804,Desktop,25-34,Evening,201-300 ,0-999 ,Adult Streamers
9832,Danielle,12/21/2022,11/21/2024,7.99,380,Drama,2,5,True,820,17,Australia,PayPal,French,93,3.0,False,Active,4565,Laptop,25-34,Evening,301-500 ,4000-4990 ,Adult Streamers
3618,Paul,2/3/2024,12/3/2024,11.99,160,Action,2,1,False,940,50,Australia,Cryptocurrency,German,71,3.0,False,Active,1095,Desktop,55+,Late Night,101-200 ,1000-1999 ,Senior Streamers
7424,Lisa,8/8/2023,12/13/2024,7.99,55,Comedy,4,6,True,135,138,Germany,Credit Card,French,5,3.4,False,Active,1512,Tablet,45-54,Evening,51-100 ,1000-1999 ,Older Streamers
8414,Lisa,1/13/2024,11/22/2024,11.99,70,Drama,2,3,True,803,51,India,Cryptocurrency,Mandarin,24,3.8,False,Active,1422,Laptop,55+,Afternoon,51-100 ,1000-1999 ,Senior Streamers
5688,Ashley,9/27/2024,11/30/2024,7.99,256,Drama,3,3,False,322,199,Canada,Credit Card,English,65,4.5,False,Active,147,Smartphone,45-54,Morning,201-300 ,0-999 ,Older Streamers
2062,Darren,6/24/2024,11/24/2024,15.99,436,Documentary,5,6,True,424,111,France,Credit Card,German,64,3.5,True,Active,4317,Smart TV,45-54,Late Night,301-500 ,4000-4990 ,Older Streamers
5031,Bethany,8/4/2023,11/27/2024,7.99,394,Action,2,6,True,60,159,UK,PayPal,German,51,3.0,True,Active,3197,Desktop,18-24,Late Night,301-500 ,3000-3999 ,Young Streamers
1162,Steven,1/28/2023,11/29/2024,15.99,131,Sci-Fi,3,3,False,865,8,India,Debit Card,Spanish,78,4.6,False,Active,1413,Smart TV,45-54,Afternoon,101-200 ,1000-1999 ,Older Streamers
6564,James,10/23/2023,12/7/2024,11.99,98,Drama,5,2,True,526,144,USA,Debit Card,English,10,3.9,True,Active,747,Laptop,25-34,Afternoon,51-100 ,0-999 ,Adult Streamers
9298,Christine,6/2/2024,12/4/2024,11.99,276,Comedy,5,4,False,389,177,France,PayPal,English,19,4.3,False,Active,1099,Tablet,55+,Evening,201-300 ,1000-1999 ,Senior Streamers
4216,Beth,3/14/2024,11/19/2024,11.99,251,Action,3,3,False,922,106,Australia,Debit Card,Hindi,56,4.3,True,Active,585,Smartphone,25-34,Late Night,201-300 ,0-999 ,Adult Streamers
3677,Rebecca,3/8/2023,11/29/2024,7.99,233,Sci-Fi,4,2,True,485,37,Canada,PayPal,Mandarin,47,3.4,True,Active,615,Smartphone,25-34,Afternoon,201-300 ,0-999 ,Adult Streamers
8453,Eric,5/17/2024,11/27/2024,11.99,136,Romance,2,5,True,112,181,India,Cryptocurrency,Hindi,15,3.6,False,Active,2634,Laptop,18-24,Morning,101-200 ,2000-2999 ,Young Streamers
6231,Nicole,1/24/2023,12/7/2024,15.99,248,Horror,1,6,False,181,13,France,Credit Card,Spanish,43,4.9,True,Active,136,Laptop,45-54,Late Night,201-300 ,0-999 ,Older Streamers
1481,Mary,2/20/2023,12/1/2024,7.99,180,Documentary,3,4,False,936,166,UK,Debit Card,English,71,4.9,True,Active,4566,Smartphone,45-54,Morning,101-200 ,4000-4990 ,Older Streamers
7400,Allen,5/9/2024,12/15/2024,11.99,254,Action,4,1,True,406,47,Australia,Debit Card,Mandarin,5,3.6,False,Active,3281,Desktop,45-54,Late Night,201-300 ,3000-3999 ,Older Streamers
7447,Stephanie,5/31/2023,11/20/2024,7.99,108,Drama,2,1,False,717,84,Germany,PayPal,Hindi,82,3.9,False,Active,1559,Smart TV,35-44,Late Night,101-200 ,1000-1999 ,Mature Streamers
4597,Sarah,8/10/2024,12/13/2024,7.99,183,Documentary,4,5,False,833,154,France,PayPal,German,46,3.9,False,Active,3113,Tablet,35-44,Evening,101-200 ,3000-3999 ,Mature Streamers
3173,Aaron,9/25/2024,12/9/2024,7.99,53,Sci-Fi,2,4,True,304,49,France,Cryptocurrency,English,57,4.3,False,Active,3836,Desktop,25-34,Evening,51-100 ,3000-3999 ,Adult Streamers
9514,Veronica,6/6/2023,12/10/2024,7.99,120,Horror,3,3,True,802,31,UK,Debit Card,Hindi,16,4.0,True,Active,1522,Laptop,25-34,Evening,101-200 ,1000-1999 ,Adult Streamers
4985,Michael,8/11/2023,12/1/2024,7.99,118,Sci-Fi,5,4,False,522,160,UK,Cryptocurrency,Mandarin,94,4.1,True,Active,1756,Desktop,18-24,Late Night,101-200 ,1000-1999 ,Young Streamers
4486,Craig,1/5/2024,12/13/2024,7.99,113,Drama,1,1,False,177,3,Australia,Cryptocurrency,English,69,4.8,False,Active,1542,Desktop,55+,Late Night,101-200 ,1000-1999 ,Senior Streamers
8756,Jessica,12/22/2023,12/9/2024,7.99,138,Drama,3,2,True,811,37,Australia,Debit Card,Mandarin,36,3.6,False,Active,77,Smartphone,35-44,Evening,101-200 ,0-999 ,Mature Streamers
9121,Denise,6/18/2023,12/12/2024,7.99,178,Horror,1,4,False,239,126,Canada,Cryptocurrency,English,86,3.9,False,Active,4356,Laptop,45-54,Evening,101-200 ,4000-4990 ,Older Streamers
6471,Jennifer,12/28/2023,11/25/2024,7.99,105,Comedy,4,3,True,49,71,Australia,Credit Card,French,8,3.6,False,Active,1989,Desktop,45-54,Afternoon,101-200 ,1000-1999 ,Older Streamers
6601,Larry,5/23/2023,12/18/2024,7.99,283,Action,1,5,True,407,15,France,Debit Card,French,26,3.1,True,Active,906,Smart TV,55+,Afternoon,201-300 ,0-999 ,Senior Streamers
4340,Makayla,3/18/2023,12/7/2024,15.99,154,Sci-Fi,4,5,True,804,106,UK,PayPal,English,60,4.8,False,Active,4108,Laptop,55+,Late Night,101-200 ,4000-4990 ,Senior Streamers
5112,Juan,11/5/2024,12/14/2024,15.99,240,Horror,2,6,True,564,121,USA,Cryptocurrency,Hindi,40,3.5,True,Active,333,Smart TV,25-34,Evening,201-300 ,0-999 ,Adult Streamers
5700,Gregory,5/26/2023,12/9/2024,11.99,29,Sci-Fi,1,5,True,625,165,France,Credit Card,Spanish,41,4.3,False,Active,3847,Laptop,18-24,Afternoon,0-50 ,3000-3999 ,Young Streamers
8617,Ashley,10/14/2024,12/11/2024,15.99,202,Comedy,1,2,True,260,53,Australia,Cryptocurrency,English,13,3.9,True,Active,1423,Laptop,55+,Evening,201-300 ,1000-1999 ,Senior Streamers
9149,Angelica,1/5/2023,12/17/2024,15.99,348,Documentary,2,6,True,378,56,Australia,Debit Card,Spanish,9,4.5,True,Active,595,Smart TV,18-24,Afternoon,301-500 ,0-999 ,Young Streamers
8651,Dawn,8/19/2024,11/26/2024,15.99,380,Romance,5,5,False,334,175,France,Credit Card,German,69,3.1,False,Active,4445,Tablet,55+,Late Night,301-500 ,4000-4990 ,Senior Streamers
1495,Timothy,8/19/2024,11/22/2024,15.99,254,Romance,3,2,False,544,89,France,Debit Card,English,97,3.1,False,Active,144,Smartphone,25-34,Late Night,201-300 ,0-999 ,Adult Streamers
7359,Kevin,3/20/2023,12/17/2024,15.99,477,Action,2,3,True,899,97,USA,Credit Card,English,42,4.7,True,Active,3428,Laptop,45-54,Morning,301-500 ,3000-3999 ,Older Streamers
6525,Paul,1/25/2023,11/22/2024,15.99,385,Comedy,3,1,False,807,188,USA,Credit Card,French,3,3.4,False,Active,4919,Tablet,35-44,Afternoon,301-500 ,4000-4990 ,Mature Streamers
7207,Christina,8/19/2024,12/17/2024,7.99,336,Sci-Fi,1,2,False,235,25,Australia,Credit Card,French,31,3.9,False,Active,4905,Laptop,35-44,Late Night,301-500 ,4000-4990 ,Mature Streamers
2361,Karen,3/18/2023,11/25/2024,15.99,171,Action,2,3,False,763,16,UK,PayPal,Spanish,17,3.4,True,Active,428,Tablet,25-34,Evening,101-200 ,0-999 ,Adult Streamers
8766,Anna,9/29/2023,11/27/2024,15.99,33,Documentary,1,4,True,475,151,Canada,Credit Card,French,16,4.7,True,Active,1634,Smart TV,45-54,Late Night,0-50 ,1000-1999 ,Older Streamers
7236,Mary,4/13/2024,12/10/2024,7.99,193,Romance,3,6,True,453,113,UK,Cryptocurrency,French,74,3.5,True,Active,4085,Laptop,25-34,Evening,101-200 ,4000-4990 ,Adult Streamers
8605,Jessica,5/31/2023,12/1/2024,11.99,153,Horror,2,2,True,40,106,India,Debit Card,French,44,4.4,True,Active,2790,Tablet,25-34,Afternoon,101-200 ,2000-2999 ,Adult Streamers
1055,Taylor,2/20/2023,12/12/2024,15.99,140,Horror,5,5,True,112,30,France,Credit Card,Hindi,60,3.1,True,Active,2440,Desktop,35-44,Evening,101-200 ,2000-2999 ,Mature Streamers
7986,Douglas,1/23/2023,12/10/2024,15.99,196,Comedy,2,2,True,102,66,Australia,Cryptocurrency,Spanish,11,3.7,False,Active,2741,Tablet,45-54,Afternoon,101-200 ,2000-2999 ,Older Streamers
6170,Sarah,6/21/2024,11/22/2024,15.99,298,Horror,5,1,True,943,187,UK,Cryptocurrency,Spanish,60,3.7,False,Active,4338,Desktop,45-54,Late Night,201-300 ,4000-4990 ,Older Streamers
7172,Felicia,7/9/2023,11/22/2024,11.99,477,Documentary,5,4,False,426,137,France,Credit Card,Hindi,31,5.0,False,Active,2039,Smart TV,45-54,Morning,301-500 ,2000-2999 ,Older Streamers
7408,Aaron,12/27/2022,11/24/2024,15.99,308,Romance,1,2,True,202,12,India,Cryptocurrency,Spanish,21,4.5,False,Active,2097,Desktop,25-34,Morning,301-500 ,2000-2999 ,Adult Streamers
7274,Joseph,4/12/2023,12/6/2024,11.99,193,Documentary,4,4,False,364,181,France,Credit Card,English,51,4.7,False,Active,2384,Desktop,55+,Afternoon,101-200 ,2000-2999 ,Senior Streamers
6001,Vickie,9/2/2024,11/28/2024,15.99,420,Documentary,3,3,True,562,67,USA,Debit Card,English,2,3.2,True,Active,4159,Smart TV,45-54,Evening,301-500 ,4000-4990 ,Older Streamers
9418,Stacey,7/21/2024,11/26/2024,7.99,128,Action,5,6,True,481,128,India,Credit Card,German,89,3.3,True,Active,2002,Tablet,18-24,Morning,101-200 ,2000-2999 ,Young Streamers
9354,Timothy,7/21/2023,11/30/2024,11.99,133,Action,4,6,False,469,182,Australia,PayPal,English,85,4.4,False,Active,782,Tablet,35-44,Afternoon,101-200 ,0-999 ,Mature Streamers
8122,Alison,9/11/2024,11/29/2024,15.99,413,Sci-Fi,5,2,False,708,4,UK,Credit Card,French,62,4.3,True,Active,4056,Smartphone,55+,Evening,301-500 ,4000-4990 ,Senior Streamers
1765,Harold,9/16/2024,11/24/2024,11.99,28,Documentary,4,1,True,990,88,UK,Credit Card,French,97,5.0,False,Active,1341,Tablet,35-44,Late Night,0-50 ,1000-1999 ,Mature Streamers
5352,Andrew,1/16/2024,12/14/2024,15.99,453,Drama,5,3,True,236,121,USA,Cryptocurrency,Mandarin,1,3.7,False,Active,3028,Desktop,55+,Morning,301-500 ,3000-3999 ,Senior Streamers
7578,Stephanie,10/3/2023,12/3/2024,11.99,186,Drama,2,5,True,784,29,USA,Debit Card,German,76,4.3,True,Active,4799,Desktop,18-24,Morning,101-200 ,4000-4990 ,Young Streamers
8912,Scott,9/5/2024,11/21/2024,15.99,287,Romance,3,6,False,714,3,India,Debit Card,Mandarin,45,4.3,True,Active,4556,Tablet,45-54,Morning,201-300 ,4000-4990 ,Older Streamers
6641,Ashley,7/20/2024,12/8/2024,7.99,45,Horror,4,3,False,420,87,UK,Cryptocurrency,Mandarin,41,3.3,True,Active,2965,Laptop,55+,Evening,0-50 ,2000-2999 ,Senior Streamers
9664,Rick,7/11/2023,11/22/2024,11.99,463,Comedy,5,4,False,961,9,UK,Cryptocurrency,Spanish,62,3.4,True,Active,3556,Laptop,18-24,Evening,301-500 ,3000-3999 ,Young Streamers
9134,Stephanie,1/26/2023,11/19/2024,15.99,241,Sci-Fi,1,5,True,775,194,France,Debit Card,Hindi,94,3.1,False,Active,2901,Laptop,55+,Morning,201-300 ,2000-2999 ,Senior Streamers
6663,Douglas,5/19/2024,12/7/2024,7.99,11,Documentary,4,1,True,773,139,Germany,Debit Card,German,45,4.1,False,Active,3520,Tablet,55+,Evening,0-50 ,3000-3999 ,Senior Streamers
9800,Troy,12/31/2022,12/5/2024,15.99,123,Horror,1,1,True,841,45,UK,PayPal,Hindi,76,4.3,True,Active,3983,Smartphone,35-44,Late Night,101-200 ,3000-3999 ,Mature Streamers
2363,Cindy,5/21/2023,12/1/2024,7.99,411,Documentary,3,2,True,412,20,Australia,PayPal,Spanish,94,4.7,True,Active,4632,Smartphone,25-34,Evening,301-500 ,4000-4990 ,Adult Streamers
4875,Christopher,4/21/2024,11/23/2024,7.99,469,Comedy,2,1,False,160,79,Germany,Debit Card,French,57,4.5,True,Active,314,Smartphone,25-34,Late Night,301-500 ,0-999 ,Adult Streamers
8961,Nathan,7/9/2023,12/7/2024,11.99,120,Horror,3,6,False,346,125,USA,Cryptocurrency,German,25,4.1,False,Active,4012,Desktop,25-34,Morning,101-200 ,4000-4990 ,Adult Streamers
1539,Linda,8/29/2024,11/29/2024,15.99,348,Drama,1,5,True,266,94,Australia,Debit Card,English,82,4.3,True,Active,2356,Laptop,45-54,Morning,301-500 ,2000-2999 ,Older Streamers
4037,Tina,11/30/2023,12/14/2024,11.99,103,Romance,4,4,False,305,191,Canada,PayPal,French,98,4.7,True,Active,1824,Tablet,18-24,Afternoon,101-200 ,1000-1999 ,Young Streamers
4239,Christopher,11/18/2024,11/23/2024,7.99,470,Comedy,2,3,False,89,135,India,Debit Card,Mandarin,45,4.5,False,Active,4236,Smartphone,18-24,Morning,301-500 ,4000-4990 ,Young Streamers
4364,Victor,10/27/2024,12/1/2024,7.99,241,Romance,3,6,False,905,127,India,PayPal,Spanish,93,4.0,False,Active,2102,Desktop,35-44,Morning,201-300 ,2000-2999 ,Mature Streamers
8946,Judy,5/18/2024,12/14/2024,15.99,277,Romance,3,5,False,959,174,USA,PayPal,French,51,3.4,True,Active,1876,Smartphone,25-34,Late Night,201-300 ,1000-1999 ,Adult Streamers
5911,Stephanie,1/2/2024,12/10/2024,7.99,158,Romance,3,1,True,426,7,France,Cryptocurrency,French,36,3.6,False,Active,242,Tablet,55+,Morning,101-200 ,0-999 ,Senior Streamers
8033,Rhonda,1/18/2024,11/28/2024,15.99,23,Romance,1,1,False,585,97,Australia,Debit Card,Hindi,23,3.4,True,Active,4531,Tablet,25-34,Evening,0-50 ,4000-4990 ,Adult Streamers
6603,Amanda,1/30/2024,12/7/2024,11.99,200,Romance,4,5,False,65,11,Australia,Cryptocurrency,French,30,3.2,True,Active,959,Desktop,25-34,Afternoon,101-200 ,0-999 ,Adult Streamers
9630,William,6/1/2023,11/26/2024,7.99,264,Drama,5,6,False,367,163,Germany,Cryptocurrency,French,88,3.5,True,Active,2156,Laptop,45-54,Late Night,201-300 ,2000-2999 ,Older Streamers
1691,Elizabeth,9/4/2023,12/7/2024,11.99,309,Sci-Fi,4,4,False,891,93,Canada,Cryptocurrency,Spanish,65,4.0,True,Active,1442,Smart TV,55+,Morning,301-500 ,1000-1999 ,Senior Streamers
5590,Jennifer,7/27/2024,12/15/2024,7.99,30,Documentary,2,6,False,468,196,UK,PayPal,Hindi,52,4.5,False,Active,4586,Smartphone,18-24,Afternoon,0-50 ,4000-4990 ,Young Streamers
8645,Daniel,4/17/2024,11/29/2024,11.99,289,Sci-Fi,4,3,True,999,22,USA,PayPal,Mandarin,50,4.3,True,Active,4170,Smart TV,55+,Late Night,201-300 ,4000-4990 ,Senior Streamers
